Tcs, Main , Midblock Route , Side1Route , Side2Route ,ActivationDate,Latitude,Longitude,CountDate,PeakHrVehicleVolume,PeakHrPedestrianVolume,weekday,year
1469, WARDEN AVE ,'', TOWER DR ,'',10-14-1983,43.754391999999996,-79.298383,05-05-2015,19205,240,4,1983
1470, ROGERS RD ,'', OLD WESTON RD , WATT AVE ,01-31-1958,43.681839000000004,-79.4678735,11-15-2012,12624,1239,4,1958
1471, OLD KINGSTON RD ,'', MILITARY TRL ,'',11-30-1983,43.781909999999996,-79.173,04-13-2011,6116,39,2,1983
1472, JANE ST , 70m NORTH OF , WILLIAM CRAGG DR , PRIVATE ACCESS ,12-15-1983,43.72299,-79.50912,12-20-2011,18389,1040,3,1983
1473, SHEPPARD AVE E ,'', BRECKON GT , BRENYON WAY ,01-12-1983,43.80053,-79.2069,04-03-2014,9751,292,2,1983
1474, NEILSON RD ,'', BERNER TRL , WICKSON TRL ,02-15-1984,43.80208,-79.21777,01-25-2018,15384,266,2,1984
1475, DANFORTH AVE ,'', WOODINGTON AVE ,'',01-02-1984,43.68396,-79.32086,05-07-2015,10390,3336,0,1984
1476, YORKDALE RD , 335m EAST OF , DUFFERIN ST ,'',08-12-1983,43.72826,-79.45395,12-03-2007,14052,0,4,1983
1477, WILSON AVE ,'', ALLINGHAM GDNS , PRIVATE ACCESS ,12-04-1984,43.7356,-79.44266,04-21-2016,19315,389,1,1984
1478, BAY ST , 12m NORTH OF , HAGERMAN ST ,'',03-28-1984,43.65436,-79.38319,05-09-2011,9560,1864,2,1984
1479, BLOOR ST W ,'', DURIE ST ,'',03-27-1984,43.65054,-79.47906,01-12-2017,11171,3690,1,1984
1480, CHURCH ST ,'', ALEXANDER ST ,'',06-27-1984,43.663709999999995,-79.38006999999999,04-27-2016,8532,5265,2,1984
1481, EGLINTON AVE W ,'', COMMERCE BLVD , PRIVATE ACCESS ,07-08-1986,43.662440293,-79.59128005699999,03-22-2012,16274,185,1,1986
1482, QUEENS PARK CRES W ,'', HOSKIN AVE ,'',04-29-1985,43.66506,-79.39397,12-08-2015,12836,4643,0,1985
1483, EGLINTON AVE W ,'', EXPLORER DR ,'',09-25-1985,43.65977,-79.59416999999999,12-10-2014,14580,40,2,1985
1484, EGLINTON AVE W ,'', CENTENNIAL PARK BLVD , ORBITOR DR ,07-01-1988,43.65587,-79.59843000000001,03-22-2012,17983,128,4,1988
1485, MCCOWAN RD ,'', TRITON RD ,'',03-22-1985,43.77555,-79.25265999999999,04-29-2015,19540,233,4,1985
1486, STEELES AVE W ,'', MARTIN GROVE RD ,'',12-16-1985,43.75789,-79.60344,02-29-2016,23808,719,0,1985
1487, STEELES AVE W ,'', 400 S STEELES AVE W RAMP , PRIVATE ACCESS ,09-19-1985,43.77203467100001,-79.537988688,11-22-2014,21412,75,3,1985
1488, ADELAIDE ST W ,'', PORTLAND ST ,'',11-07-1985,43.64575,-79.4006,08-26-2015,7345,2694,3,1985
1489, WELLINGTON ST W ,'', JOHN ST ,'',08-14-1985,43.64529,-79.38918000000001,04-23-2009,10712,12944,2,1985
1490, WARDEN AVE ,'', BAMBURGH CRCL ,'',01-08-1984,43.81619,-79.324548,11-15-2014,17881,1166,6,1984
1491, STEELES AVE E ,'', BRIMLEY RD ,'',03-10-1985,43.8283,-79.28718,05-02-2015,19874,869,6,1985
1492, STEELES AVE E ,'', MCCOWAN RD ,'',10-31-1985,43.831070000000004,-79.27516,05-04-2015,26842,1919,3,1985
1493, MCCOWAN RD ,'', MCNICOLL AVE ,'',07-11-1985,43.817969,-79.27198800000001,05-04-2015,23517,612,3,1985
1494, MIDLAND AVE ,'', SILVER STAR BLVD , SOUTH SHIELDS AVE ,11-14-1985,43.807047,-79.288777,12-14-2016,13993,798,3,1985
1495, YORK MILLS RD ,'', DVP S YORK MILLS W RAMP ,'',11-27-1985,43.75796,-79.3372,03-09-2016,18874,30,2,1985
1496, FINCH AVE W ,'', HUMBER COLLEGE BLVD ,'',12-19-1985,43.7341,-79.60991999999999,11-24-2010,17959,933,3,1985
1497, AVENUE RD ,'', COLLEGE VIEW AVE ,'',11-29-1985,43.701859999999996,-79.40745,06-26-2012,11207,650,4,1985
1498, COXWELL AVE ,'', GLEBEHOLME BLVD ,'',02-12-1985,43.68582,-79.32462,05-05-2016,7344,1787,1,1985
1499, MEADOWVALE RD ,'', DEAN PARK RD , GENERATION BLVD ,12-13-1985,43.80425,-79.16877,12-16-2009,9227,391,4,1985
1500, ISLINGTON AVE ,'', BEAUMONDE HEIGHTS DR , PRIVATE ACCESS ,12-12-1985,43.742490000000004,-79.56766999999999,04-29-2014,12840,212,3,1985
1501, CONSILIUM PL ,'', CORPORATE DR ,'',07-23-1986,43.77978,-79.25125,03-10-2016,9144,298,2,1986
1502, CORPORATE DR ,'', CORPORATE DR 401 C E RAMP , PRIVATE ACCESS ,07-07-1986,43.779189982,-79.253598312,03-09-2016,7685,222,0,1986
1503, STEELES AVE E ,'', KELVIN GROVE AVE , PUTNAM GT ,04-30-1986,43.82248,-79.31228,04-28-2008,24852,337,2,1986
1504, BIRCHMOUNT RD ,'', SANWOOD BLVD , WINTERMUTE BLVD ,04-06-1986,43.81622,-79.31452,12-07-2016,11409,353,6,1986
1505, KING ST W ,'', DUNN AVE ,'',07-29-1986,43.63775,-79.43321,05-17-2017,9339,2582,1,1986
1506, FINCH AVE W ,'', HUMBERLINE DR ,'',07-23-1986,43.73507,-79.61786,12-02-2009,20162,280,2,1986
1507, MCCOWAN RD ,'', COMMANDER BLVD , PRIVATE ACCESS ,01-21-1987,43.79615,-79.26149000000001,04-30-2015,19373,154,2,1987
1508, DAVENPORT RD ,'', OSLER ST ,'',06-19-1986,43.67044,-79.45962,10-01-2012,7965,811,3,1986
1509, DANFORTH RD , 18m SOUTH OF , WINTER AVE ,'',05-14-1996,43.72925,-79.25182,05-26-2016,10219,260,1,1996
1510, BRIMLEY RD ,'', MCNICOLL AVE ,'',10-06-1986,43.8156875,-79.281823,01-09-2017,20273,191,0,1986
1511, STEELES AVE W ,'', PETER KAISER GT , ADESSO DR ,08-14-1986,43.77435,-79.52683,03-26-2014,22568,436,3,1986
1512, FENMAR DR ,'', ORMONT DR ,'',08-27-1986,43.7625357,-79.55611359999999,11-30-2009,8958,64,2,1986
1513, CHESSWOOD DR ,'', STEEPROCK DR , PRIVATE ACCESS ,10-29-1986,43.75724,-79.47506,10-20-2016,10601,211,2,1986
1514, FAIRVIEW MALL DR ,'', FAIRVIEW MALL DR , PRIVATE ACCESS ,09-24-1986,43.779709999999994,-79.34265,06-07-2010,4746,147,2,1986
1515, FAIRVIEW MALL DR ,'', FAIRVIEW MALL 404 S RAMP , PRIVATE ACCESS ,09-18-1986,43.778653608999996,-79.34179791300001,02-23-2011,17893,6,3,1986
1516, BLOOR ST W ,'', AUKLAND RD ,'',11-13-1986,43.64066,-79.54059000000001,05-25-2011,14144,446,3,1986
1517, SHEPPARD AVE E ,'', BUCHAN CRT , PRIVATE ACCESS ,09-25-1986,43.77259,-79.35865,03-19-2014,17181,287,3,1986
1518, SHUTER ST ,'', VICTORIA ST ,'',11-18-1986,43.65432,-79.37874000000001,08-18-2009,8842,6779,1,1986
1519, MARTIN GROVE RD ,'', SILVERSTONE DR ,'',07-01-1987,43.75092,-79.59859,02-29-2016,10308,536,2,1987
1520, PHARMACY AVE ,'', COLLINGSBROOK BLVD , CORINTHIAN BLVD ,12-11-1986,43.7894859,-79.323551,02-06-2018,10266,889,3,1986
1521, BRIMLEY RD ,'', CHARTLAND BLVD S ,'',11-20-1986,43.801428,-79.27468,12-15-2016,12694,262,3,1986
1522, HARBORD ST ,'', MANNING AVE ,'',11-27-1986,43.66055,-79.41466,06-02-2010,8675,2699,3,1986
1523, SHEPPARD AVE W ,'', KODIAK CRES , YUKON LANE ,12-10-1986,43.75196,-79.46724,03-25-2014,19689,163,2,1986
1524, SIGNET DR ,'', ORMONT DR ,'',12-17-1986,43.7657405,-79.5411988,03-08-2011,6517,162,2,1986
1525, THE WEST MALL ,'', CIVIC CENTRE CRT , PRIVATE ACCESS ,12-23-1986,43.64227,-79.56595,05-17-2012,7780,338,1,1986
1526, PROGRESS AVE ,'', 401 C E PROGRESS AV RAMP , PRIVATE ACCESS ,12-17-1986,43.77844757800001,-79.259193242,03-21-2016,12688,115,2,1986
1527, DANFORTH RD ,'', TRUDELLE ST ,'',01-30-1987,43.739940000000004,-79.24552,05-26-2016,12526,400,4,1987
1528, OAKWOOD AVE ,'', JESMOND AVE ,'',01-28-1987,43.68954,-79.439544,04-13-2011,8685,796,2,1987
1529, AVENUE RD ,'', MELROSE AVE ,'',01-15-1987,43.729890000000005,-79.41866999999999,04-12-2012,22737,1380,3,1987
1530, VICTORIA PARK AVE ,'', TEMPO AVE , PRIVATE ACCESS ,05-13-1987,43.8064,-79.33733000000001,03-30-2011,14126,505,2,1987
1531, KINGSTON RD ,'', RYLANDER BLVD , PRIVATE ACCESS ,06-24-1987,43.79717,-79.14914,01-25-2018,17188,69,2,1987
1532, ATTWELL DR ,'', BELFIELD RD , PRIVATE ACCESS ,10-10-1975,43.69794,-79.59316,03-23-2009,6967,31,4,1975
1533, DUFFERIN ST ,'', SUPERTEST RD , PRIVATE ACCESS ,07-16-1987,43.77796,-79.4691,11-30-2016,21777,227,3,1987
1534, WILMINGTON AVE ,'', OVERBROOK PL ,'',02-09-1987,43.76285,-79.4569,02-03-2009,8680,1028,0,1987
1535, MARTIN GROVE RD ,'', GARFELLA DR , LEXINGTON AVE ,09-09-1987,43.74429,-79.59535,02-29-2016,10582,650,2,1987
1536, MORNINGSIDE AVE ,'', CASEBRIDGE CRT , MCLEVIN AVE ,08-20-1987,43.80892,-79.20272,03-02-2016,13384,318,3,1987
1537, BATHURST ST , 90m NORTH OF , BRIDGMAN AVE , PRIVATE ACCESS ,11-19-1987,43.67517,-79.41514000000001,07-29-2010,12800,591,3,1987
1538, NEILSON RD ,'', KEELER BLVD , OAKMEADOW BLVD ,03-09-1987,43.7901,-79.21162,01-25-2018,10813,176,0,1987
1539, MCCOWAN RD ,'', ALTON TOWERS CRCL ,'',10-29-1987,43.82691,-79.27589,05-04-2015,13492,1060,3,1987
1540, MIDLAND AVE ,'', MCNICOLL AVE ,'',12-11-1987,43.81463,-79.2922,12-10-2016,20964,703,4,1987
1541, LAKE SHORE BLVD E ,'', YONGE ST , HARBOUR ST ,02-11-1987,43.64326,-79.37543000000001,06-10-2009,15223,3796,2,1987
1542, STEELES AVE W ,'', BARMAC DR , SCHOLES RD ,11-26-1987,43.7686,-79.55496,05-17-2012,19967,331,3,1987
1543, SHEPPARD AVE E ,'', SCUNTHORPE RD , PRIVATE ACCESS ,03-12-1987,43.79331,-79.24153000000001,03-01-2011,12958,615,3,1987
1544, DUFFERIN ST ,'', BRIAR HILL AVE , PRIVATE ACCESS ,12-22-1987,43.70237,-79.4521,04-11-2016,16505,555,1,1987
1545, KEELE ST , 160m SOUTH OF , THE POND RD , PRIVATE ACCESS ,12-16-1987,43.77069,-79.49279,02-23-2016,11596,11,2,1987
1546, MORNINGSIDE AVE ,'', 401 C W MORNINGSIDE AVE N RAMP , CINEMART DR ,09-12-1987,43.797773762,-79.19794912,03-02-2016,16724,93,5,1987
1547, STEELES AVE E ,'', STRAWBERRY HILLS DR , HILLCROFT DR ,04-28-1988,43.829840999999995,-79.2804,12-15-2010,16992,338,3,1988
1548, KEELE ST ,'', DIANA DR ,'',12-23-1987,43.74111,-79.48549,03-08-2016,18408,247,2,1987
1549, DUNDAS ST W ,'', ANNETTE ST , DUPONT ST ,12-20-1948,43.6645,-79.45868,08-17-2015,13673,847,0,1948
1550, BIRCHMOUNT RD ,'', FUNDY BAY BLVD , IVY BUSH AVE ,01-19-1988,43.81078,-79.3121,12-07-2016,11276,128,1,1988
1551, BRIMLEY RD ,'', PITFIELD RD ,'',06-30-1988,43.7834631,-79.266403,12-15-2016,14591,301,3,1988
1552, KIPLING AVE ,'', KIDRON VALLEY DR , PRIVATE ACCESS ,09-07-1988,43.75626,-79.5883,12-11-2014,6051,1363,2,1988
1553, MARTIN GROVE RD ,'', CABERNET CRCL , GIHON SPRING DR ,06-16-1988,43.75405,-79.60003,12-11-2014,6737,308,3,1988
1554, STEELES AVE E ,'', MIDDLEFIELD RD ,'',08-17-1988,43.83274,-79.26794,03-09-2016,22421,1037,2,1988
1555, MCLEVIN AVE ,'', TAPSCOTT RD ,'',07-07-1988,43.8052,-79.22667,04-28-2011,11514,508,3,1988
1556, STEELES AVE E ,'', CONACHER DR ,'',07-27-1988,43.802279999999996,-79.40085,05-17-2012,20175,397,2,1988
1557, CUMMER AVE ,'', MAXOME AVE ,'',10-08-1988,43.79055,-79.40136,02-22-2017,8847,285,5,1988
1558, MILLWICK DR ,'', MILVAN DR ,'',08-18-1988,43.7605677,-79.5660422,02-14-2012,7639,66,3,1988
1559, LAKE SHORE BLVD E ,'', CHERRY ST ,'',07-03-1989,43.649355,-79.35655600000001,12-01-2009,11607,256,0,1989
1560, MARKHAM RD ,'', MCNICOLL AVE ,'',08-09-1988,43.824,-79.24785,03-09-2016,27396,188,1,1988
1561, YONGE ST ,'', MILL ST ,'',05-09-1988,43.74037,-79.40597,04-21-2011,21319,365,0,1988
1562, EGLINTON AVE E ,'', CEDAR DR , PRIVATE ACCESS ,03-11-1988,43.74403,-79.21558,03-12-2010,11823,1302,4,1988
1563, EGLINTON AVE W ,'', GABIAN WAY ,'',11-17-1988,43.69178,-79.46786999999999,10-22-2012,14067,1723,3,1988
1564, STEELES AVE W ,'', CARPENTER RD , PRIVATE ACCESS ,11-24-1988,43.79207,-79.44764,05-13-2015,19528,3356,3,1988
1565, MIDLAND AVE ,'', COPTHORNE AVE , PASSMORE AVE ,10-11-1988,43.82072,-79.29491,05-23-2015,13379,367,1,1988
1566, FINCH AVE E ,'', MILLIKEN BLVD ,'',01-12-1988,43.80187,-79.29429,12-06-2016,18980,424,1,1988
1567, BRIMLEY RD ,'', WENLOCK GT , PORT ROYAL TRL ,12-14-1988,43.82132,-79.28433000000001,12-14-2016,10817,135,2,1988
1568, SHEPPARD AVE E ,'', MALVERN ST , PROGRESS AVE ,12-15-1988,43.79468,-79.23491,05-01-2017,21065,1337,3,1988
1569, ELLESMERE RD ,'', CONLINS RD ,'',12-28-1988,43.78791,-79.18324,02-10-2016,8083,549,2,1988
1570, FINCH AVE W ,'', KIPLING AVE ,'',02-11-1989,43.74329,-79.5821,05-15-2015,22468,5000,5,1989
1571, JANE ST ,'', PRITCHARD AVE ,'',01-03-1989,43.66949,-79.49279,01-25-2018,12246,729,1,1989
1572, MCCOWAN RD ,'', ALTON TOWERS CRCL ,'',04-26-1989,43.822520000000004,-79.27396999999999,05-04-2015,14230,726,2,1989
1573, KINGSTON RD ,'', LAWSON RD , OLD KINGSTON RD ,04-27-1989,43.78454,-79.16872,12-14-2010,7477,122,3,1989
1574, LAWRENCE AVE E ,'', PORT UNION RD ,'',04-05-1989,43.77963,-79.13669,05-19-2016,8095,519,2,1989
1575, WELLESLEY ST E ,'', ONTARIO ST ,'',06-07-1989,43.667640000000006,-79.37219,07-29-2009,7234,3393,2,1989
1576, KENNEDY RD ,'', BONIS AVE , CARDWELL AVE ,09-15-1989,43.78577,-79.28945,04-07-2011,21580,863,4,1989
1577, CARLINGVIEW DR ,'', FASKEN DR ,'',06-22-1989,43.69153,-79.59766,01-19-2017,8331,62,3,1989
1578, STEELES AVE E ,'', ASHCOTT ST , FENTON RD ,06-29-1989,43.82728,-79.29174,12-16-2010,18519,292,3,1989
1579, SPADINA AVE ,'', BREMNER BLVD ,'',05-28-1989,43.64054,-79.39294,07-08-2015,22600,8056,6,1989
1580, FRONT ST W ,'', BLUE JAYS WAY ,'',05-25-1989,43.6433915,-79.391253,06-21-2017,15189,17689,3,1989
1581, VICTORIA PARK AVE ,'', SUNRISE AVE , HOLSWADE RD ,06-28-1989,43.719809999999995,-79.3006,03-19-2013,12250,706,2,1989
1582, MIDDLEFIELD RD ,'', MCNICOLL AVE ,'',08-30-1989,43.8201296,-79.2620527,01-20-2016,16707,122,2,1989
1583, STEELES AVE E ,'', MARKHAM RD ,'',01-01-1966,43.83663,-79.25116,01-20-2016,29314,622,5,1966
1584, MORNINGSIDE AVE ,'', MILNER AVE ,'',12-21-1989,43.8003,-79.19908000000001,02-29-2016,24953,552,3,1989
1585, VICTORIA PARK AVE ,'', ARNCLIFFE CRES , PRIVATE ACCESS ,09-21-1989,43.73188,-79.30559000000001,05-09-2013,15720,485,3,1989
1586, KENNEDY RD ,'', MCNICOLL AVE ,'',08-29-1989,43.81214,-79.30193,05-12-2011,30650,1884,1,1989
1587, FINCH AVE E ,'', NEILSON RD ,'',10-13-1989,43.816340000000004,-79.22752,12-03-2016,11247,211,4,1989
1588, YONGE ST ,'', QUEENS QUAY ,'',05-10-1989,43.64195,-79.37461,04-22-2009,9669,1160,2,1989
1589, QUEEN ST W ,'', PETER ST , SOHO ST ,05-10-1989,43.64935,-79.39366,06-14-2017,8832,11307,2,1989
1590, FINCH AVE W ,'', ELANA DR , YORK GATE BLVD ,09-28-1989,43.75677,-79.5207,10-18-2016,25268,2540,3,1989
1591, BLOOR ST W ,'', MONTGOMERY RD ,'',12-12-1989,43.64673,-79.51454,09-18-2012,15344,852,1,1989
1592, KENNEDY RD ,'', SUFFERANCE RD , PRIVATE ACCESS ,01-11-1989,43.77734,-79.28560999999999,09-30-2013,29744,326,2,1989
1593, QUEENS QUAY W ,'', BATHURST ST ,'',01-25-1990,43.63568,-79.39829,04-22-2014,7829,1701,3,1990
1594, BATHURST ST ,'', ULSTER ST ,'',07-12-1989,43.6598,-79.40904,04-02-2015,10369,1931,2,1989
1595, OAK ST ,'', KNOB HILL DR , PRIVATE ACCESS ,12-28-1989,43.70812,-79.53196,10-19-2011,10787,240,3,1989
1596, ROGERS RD ,'', NAIRN AVE ,'',03-01-1990,43.6842,-79.45169,02-24-2014,8419,780,3,1990
1597, FINCH AVE E ,'', FINCHDENE SQ ,'',01-19-1990,43.8155,-79.23151,12-06-2016,9968,67,4,1990
1598, FINCH AVE E ,'', ADIRONDACK GT , WAYSIDE AVE ,01-30-1990,43.80058,-79.29963000000001,12-06-2016,16181,468,1,1990
1599, BRIMLEY RD ,'', DEERFIELD RD ,'',01-03-1990,43.745509999999996,-79.25202,12-15-2016,10637,223,2,1990
1600, STEELES AVE W ,'', VILLAGE GT , EMERALD LANE ,12-18-1996,43.793479999999995,-79.44102,05-15-2012,21646,656,2,1996
1605, OLD WESTON RD ,'', KANE AVE , LAVENDER RD ,01-08-1990,43.680620000000005,-79.46644,01-12-2010,7427,491,0,1990
1606, MORNINGSIDE AVE ,'', SEWELLS RD ,'',04-09-1990,43.8163226,-79.21115640000001,02-29-2016,12264,334,0,1990
1607, ELLESMERE RD ,'', MONDEO DR , PRIVATE ACCESS ,12-07-1990,43.7643,-79.28772,05-19-2016,22109,1075,4,1990
1608, UNIVERSITY AVE ,'', GERRARD ST W ,'',12-20-1990,43.65752,-79.38951999999999,01-18-2017,25653,9081,3,1990
1609, ISLINGTON AVE ,'', MONOGRAM PL ,'',07-12-1990,43.70521,-79.55043,04-29-2014,20402,298,3,1990
1610, ST CLAIR AVE W ,'', VIA ITALIA ,'',09-20-1990,43.67739,-79.44565,03-06-2008,7834,2538,3,1990
1611, STEELES AVE W ,'', IRONDALE DR , PEARCE RD ,07-11-1990,43.769659999999995,-79.5496,05-13-2015,17754,194,2,1990
1612, STEELES AVE W ,'', ROSSDEAN DR , DIRECTOR CRT ,11-14-1990,43.77156,-79.54061999999999,09-15-2014,22747,189,2,1990
1613, ROGERS RD ,'', GLENHOLME AVE ,'',03-10-1990,43.68652,-79.4416,11-19-2008,7779,825,5,1990
1614, ELLESMERE RD ,'', MORRISH RD ,'',09-19-1990,43.79017,-79.17338000000001,02-10-2016,6129,268,2,1990
1615, SENTINEL RD ,'', MURRAY ROSS PKWY ,'',10-18-1990,43.76485,-79.50129,07-06-2016,7493,1468,3,1990
1616, FINCH AVE W ,'', TANGIERS RD ,'',10-31-1990,43.764109999999995,-79.48826,02-23-2016,16447,1532,2,1990
1617, PHARMACY AVE , 175m SOUTH OF , EGLINTON AVE E , PRIVATE ACCESS ,04-10-1990,43.72404,-79.29691,11-17-2014,11958,449,1,1990
1618, STEELES AVE E ,'', FIREBRACE RD , PRIVATE ACCESS ,04-12-1990,43.81792,-79.33209000000001,11-10-2016,28633,350,3,1990
1619, REXDALE BLVD ,'', HUMBERWOOD BLVD ,'',01-23-1991,43.720420000000004,-79.61264,04-21-2016,20860,112,2,1991
1620, MARKHAM RD ,'', NASHDENE RD , PRIVATE ACCESS ,03-01-1991,43.82027,-79.24619,02-22-2012,22030,59,4,1991
1621, BATHURST ST ,'', TICHESTER RD ,'',01-31-1991,43.68543,-79.41922,04-01-2015,17156,1127,3,1991
1622, WILSON AVE ,'', BELGRAVE AVE , PRIVATE ACCESS ,08-22-1991,43.74065,-79.41818,02-03-2009,13556,563,3,1991
1623, DUNDAS ST W ,'', HOWLAND ST , PRIVATE ACCESS ,05-16-1991,43.663920000000005,-79.50349,05-12-2016,18746,349,3,1991
1624, LAWRENCE AVE W , 55m EAST OF , OLYMPIA DR , PRIVATE ACCESS ,03-28-1991,43.705690000000004,-79.49091,06-07-2013,18305,578,3,1991
1625, DUFFERIN ST , 250m NORTH OF , STANSTEAD DR , PRIVATE ACCESS ,02-26-1992,43.765467009,-79.466139078,11-30-2016,42055,187,2,1992
1626, MOUNT PLEASANT RD ,'', SHERWOOD AVE ,'',10-05-1991,43.71501,-79.39264,01-23-2013,14627,611,5,1991
1627, SIGNET DR ,'', GARYRAY DR ,'',12-19-1991,43.768438,-79.54232879999999,01-25-2012,6137,69,3,1991
1628, KING ST W ,'', SHAW ST ,'',08-25-1994,43.64145,-79.41501,05-17-2017,11884,5678,3,1994
1629, CASTLEFIELD AVE ,'', RONALD AVE ,'',07-07-1992,43.69894,-79.45942,07-27-2015,10128,172,1,1992
1630, MORNINGSIDE AVE ,'', JOHN STONER DR , MORNINGVIEW TRL ,08-20-1991,43.8133414,-79.2063837,03-02-2016,11748,123,1,1991
1631, SHEPPARD AVE E ,'', KENNETH AVE , LEONA DR ,07-11-1991,43.76292,-79.40475,04-30-2013,22990,1877,3,1991
1632, MILLWICK DR ,'', PLUNKETT RD ,'',03-10-1991,43.7604501,-79.57007890000001,02-14-2012,5614,168,6,1991
1633, PHARMACY AVE ,'', BEVERLY GLEN BLVD , CHESTER LE BLVD ,10-24-1991,43.80182,-79.32967,02-06-2018,11058,169,3,1991
1634, BRIMLEY RD ,'', EAGLEDANCE DR , PORT ROYAL TRL ,09-24-1991,43.824975,-79.28602,01-09-2017,9588,181,1,1991
1635, SHEPPARD AVE E ,'', ATRIUM LANE , DURNFORD RD ,11-27-1991,43.80093,-79.15057,04-03-2014,6605,282,2,1991
1636, WILSON AVE ,'', JULIAN RD ,'',01-30-1992,43.724634,-79.491089,04-07-2016,17209,1265,3,1992
1637, MORTIMER AVE ,'', LOGAN AVE ,'',06-10-1992,43.684909999999995,-79.3519,11-02-2016,7907,621,2,1992
1638, WARDEN AVE , 210m SOUTH OF , CIVIC RD , PRIVATE ACCESS ,08-27-1998,43.725096,-79.286521,11-28-2011,15487,702,3,1998
1639, BRIMLEY RD ,'', HEATHER RD ,'',10-07-1992,43.7905795,-79.2699662,12-15-2016,13883,72,2,1992
1640, WILLOWDALE AVE ,'', BISHOP AVE ,'',04-07-1992,43.78346,-79.40786,03-26-2014,12377,154,1,1992
1641, RENFORTH DR ,'', SILVER DART DR ,'',05-27-1992,43.6764,-79.5933,02-22-2012,18493,5,2,1992
1642, DOVERCOURT RD ,'', DEWSON ST ,'',07-13-1992,43.65619,-79.42741,05-20-2010,5859,1005,0,1992
1643, DON MILLS RD , 255m NORTH OF , THE DONWAY E , PRIVATE ACCESS ,05-25-1992,43.734398664,-79.34265554,11-23-2009,22102,1088,0,1992
1644, ADELAIDE ST W ,'', SHEPPARD ST ,'',09-27-1992,43.64963,-79.38213,08-07-2012,8550,6037,6,1992
1645, FINCH AVE E ,'', MAXOME AVE , PRIVATE ACCESS ,08-25-1992,43.783336799999994,-79.3993073,11-30-2016,17192,444,1,1992
1646, VAUGHAN RD ,'', KENWOOD AVE ,'',10-09-1992,43.68764,-79.42364,02-10-2009,5240,921,4,1992
1647, DUFFERIN ST ,'', ROWAN AVE ,'',08-19-1992,43.6922,-79.44879,04-12-2016,12966,313,2,1992
1648, EGLINTON AVE E ,'', SUTHERLAND DR ,'',04-11-1992,43.71311,-79.36724,05-16-2012,18249,827,5,1992
1649, WARDEN AVE , 200m SOUTH OF , BAMBURGH CRCL ,'',10-22-1992,43.814367675,-79.324533194,05-05-2015,9826,965,3,1992
1650, BAYVIEW AVE ,'', ARMISTICE DR , HARGRAVE LANE ,12-14-1992,43.72374,-79.37947,09-26-2011,26357,378,0,1992
1651, KIPLING AVE ,'', BEACONHILL RD ,'',05-11-1992,43.75363,-79.58704,12-04-2014,8342,404,0,1992
1652, DUFFERIN ST ,'', AUBURN AVE ,'',01-20-1993,43.67556,-79.44206,04-12-2016,11907,733,2,1993
1653, ST CLAIR AVE W ,'', WYCHWOOD AVE , PRIVATE ACCESS ,05-12-1992,43.682190000000006,-79.42335,05-03-2010,8350,1380,1,1992
1654, EGLINTON AVE W ,'', RAKELY CRT , SPECTRUM WAY ,12-23-1992,43.648720000000004,-79.60632,12-09-2013,14635,298,2,1992
1656, LAWRENCE AVE W ,'', PIMLICO RD , PRIVATE ACCESS ,10-14-1993,43.70754,-79.48244,06-22-2011,18067,382,3,1993
1657, WARDEN AVE ,'', SHERWOOD AVE , PRIVATE ACCESS ,11-02-1993,43.742259999999995,-79.29346,05-06-2015,16276,149,1,1993
1658, NEILSON RD , 175m NORTH OF , TAPSCOTT RD , PRIVATE ACCESS ,12-09-1993,43.80791,-79.21975,04-05-2012,10803,1289,3,1993
1659, KIPLING AVE ,'', ANNABELLE DR , ROWNTREE RD ,06-15-1993,43.75096,-79.58574,05-15-2015,10272,1568,1,1993
1660, TRETHEWEY DR ,'', CLEARVIEW HTS ,'',01-12-1994,43.693259999999995,-79.47849000000001,04-12-2011,8666,783,2,1994
1661, KENNEDY RD , 45m SOUTH OF , KENMARK BLVD , PRIVATE ACCESS ,09-16-1993,43.72952,-79.2668,12-08-2009,9785,1317,3,1993
1662, SHEPPARD AVE W ,'', EASTON RD , BRENTWOOD AVE ,06-16-1993,43.75823,-79.42581,06-20-2007,15996,612,2,1993
1663, FINCH AVE W ,'', JAYZEL DR , PRIVATE ACCESS ,12-06-1993,43.750690000000006,-79.54902,12-08-2009,19878,418,0,1993
1664, DANFORTH AVE ,'', BYNG AVE ,'',11-04-1993,43.6930384,-79.280102,05-06-2015,11703,826,3,1993
1665, SHEPPARD AVE W ,'', GODDARD ST ,'',11-25-1993,43.75353,-79.44806,03-19-2014,14838,413,3,1993
1666, SHEPPARD AVE W , 215m WEST OF , KEELE ST ,'',09-14-1993,43.74434,-79.48883000000001,08-02-2012,12853,318,1,1993
1667, WILSON AVE ,'', ANCASTER RD ,'',10-26-1993,43.7309525,-79.46548829999999,03-08-2016,14648,306,1,1993
1668, REXDALE BLVD ,'', QUEENS PLATE DR ,'',08-30-1993,43.716590000000004,-79.59269,04-21-2016,19529,201,0,1993
1669, KINGSTON RD ,'', SCARBOROUGH RD ,'',12-13-1993,43.68056,-79.28705,11-11-2015,11790,2467,0,1993
1670, KINGSTON RD ,'', ELLESMERE RD , PRIVATE ACCESS ,12-15-1993,43.7935656,-79.1546196,02-27-2016,5087,32,2,1993
